,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
16,276,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6220,10000000,691,3300196
17,277,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4583,10000000,691,3300196
18,278,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6212,10000000,691,3300196
19,279,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6219,10000000,691,3300196
20,280,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6239,10000000,691,3300196
21,281,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6234,10000000,691,3300196
22,282,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6235,10000000,691,3300196
23,283,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6244,10000000,691,3300196
24,284,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,4593,10000000,691,3300196
25,285,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6237,10000000,691,3300196
26,286,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,6209,10000000,691,3300196
27,287,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5708,10000000,691,3300196
28,288,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5712,10000000,691,3300196
29,289,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5717,10000000,691,3300196
30,290,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5720,10000000,691,3300196
31,291,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5704,10000000,691,3300196
32,292,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OC,5722,10000000,691,3300196
33,293,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6832,1000000,691,3300196
34,294,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6838,1000000,691,3300196
35,295,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6840,1000000,691,3300196
36,296,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6836,1000000,691,3300196
0,297,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,6834,1000000,691,3300196
1,298,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12449,1000000,691,3627829
2,299,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12415,1000000,691,3627829
3,300,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12469,1000000,691,3627829
4,301,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12435,1000000,691,3627829
5,302,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12473,1000000,691,3627829
6,303,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12403,1000000,691,3627829
7,304,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12413,1000000,691,3627829
8,305,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12417,1000000,691,3627829
9,306,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12465,1000000,691,3627829
10,307,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12409,1000000,691,3627829
11,308,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12433,1000000,691,3627829
12,309,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12445,1000000,691,3627829
13,310,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12459,1000000,691,3627829
14,311,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12425,1000000,691,3627829
15,312,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12437,1000000,691,3627829
16,313,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12471,1000000,691,3627829
17,314,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12405,1000000,691,3627829
18,315,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12411,1000000,691,3627829
19,316,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12439,1000000,691,3627829
20,317,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12447,1000000,691,3627829
21,318,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12455,1000000,691,3627829
22,319,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12429,1000000,691,3627829
23,320,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12431,1000000,691,3627829
24,321,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12461,1000000,691,3627829
25,322,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12441,1000000,691,3627829
26,323,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12463,1000000,691,3627829
27,324,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12467,1000000,691,3627829
28,325,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12453,1000000,691,3627829
29,326,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12475,1000000,691,3627829
30,327,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12407,1000000,691,3627829
31,328,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12457,1000000,691,3627829
32,329,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12477,1000000,691,3627829
33,330,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12451,1000000,691,3627829
34,331,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12479,1000000,691,3627829
35,332,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12421,1000000,691,3627829
36,333,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12423,1000000,691,3627829
0,334,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12443,1000000,691,3627829
1,335,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12419,1000000,691,3627829
2,336,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12427,1000000,691,3627829
3,337,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12408,1000000,691,3627829
4,338,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12398,1000000,691,3627829
5,339,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12394,1000000,691,3627829
6,340,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12402,1000000,691,3627829
7,341,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12396,1000000,691,3627829
8,342,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12390,1000000,691,3627829
9,343,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12406,1000000,691,3627829
10,344,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12404,1000000,691,3627829
11,345,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12392,1000000,691,3627829
12,346,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12400,1000000,691,3627829
13,347,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12472,1000000,691,3627829
14,348,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12480,1000000,691,3627829
15,349,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12476,1000000,691,3627829
16,350,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12474,1000000,691,3627829
17,351,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12478,1000000,691,3627829
18,352,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12468,1000000,691,3627829
19,353,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12484,1000000,691,3627829
20,354,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12482,1000000,691,3627829
21,355,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,12470,1000000,691,3627829
22,356,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,888,1000000,691,3300196
23,357,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,876,1000000,691,3300196
24,358,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,883,1000000,691,3300196
25,359,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,886,1000000,691,3300196
26,360,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,880,1000000,691,3300196
27,361,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,894,1000000,691,3300196
28,362,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,898,1000000,691,3300196
29,363,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,896,1000000,691,3300196
30,364,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,892,1000000,691,3300196
31,365,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,890,1000000,691,3300196
32,366,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,776,1000000,691,3300196
33,367,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,780,1000000,691,3627829
34,368,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1627,1000000,691,3300196
35,369,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1644,1000000,691,3300196
36,370,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1633,1000000,691,3300196
0,371,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1646,1000000,691,3300196
1,372,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,1636,1000000,691,3300196
2,373,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11275,1000000,691,3300196
3,374,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11276,1000000,691,3300196
4,375,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11274,1000000,691,3300196
5,376,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11279,1000000,691,3300196
6,377,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11280,1000000,691,3300196
7,378,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11278,1000000,691,3300196
8,379,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11266,1000000,691,3300196
9,380,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11272,1000000,691,3300196
10,381,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11273,1000000,691,3300196
11,382,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11271,1000000,691,3300196
12,383,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10835,1000000,691,3300196
13,384,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10834,1000000,691,3300196
14,385,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10837,1000000,691,3627829
15,386,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10833,1000000,691,3300196
16,387,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10836,1000000,691,3300196
17,388,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10872,1000000,691,3300196
18,389,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10875,1000000,691,3300196
19,390,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10851,1000000,691,3300196
20,391,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10873,1000000,691,3627829
21,392,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10874,1000000,691,3300196
22,393,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11343,1000000,691,3300196
23,394,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11328,1000000,691,3300196
24,395,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11342,1000000,691,3300196
25,396,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11346,1000000,691,3300196
26,397,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11330,1000000,691,3300196
27,398,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11339,1000000,691,3300196
28,399,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11329,1000000,691,3300196
29,400,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11347,1000000,691,3300196
30,401,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11331,1000000,691,3300196
31,402,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11335,1000000,691,3300196
32,403,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11340,1000000,691,3300196
33,404,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11344,1000000,691,3627829
34,405,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11336,1000000,691,3300196
35,406,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11338,1000000,691,3300196
36,407,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11334,1000000,691,3300196
0,408,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11341,1000000,691,3300196
1,409,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11327,1000000,691,3300196
2,410,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11332,1000000,691,3300196
3,411,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11345,1000000,691,3300196
4,412,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,11333,1000000,691,3300196
5,413,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10538,1000000,691,3300196
6,414,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10547,1000000,691,3300196
7,415,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10542,1000000,691,3300196
8,416,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10544,1000000,691,3300196
9,417,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10549,1000000,691,3300196
10,418,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10510,1000000,691,3300196
11,419,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10506,1000000,691,3300196
12,420,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10508,1000000,691,3300196
13,421,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10502,1000000,691,3300196
14,422,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10504,1000000,691,3300196
15,423,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10528,1000000,691,3300196
16,424,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10536,1000000,691,3300196
17,425,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10530,1000000,691,3300196
18,426,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10534,1000000,691,3300196
19,427,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10525,1000000,691,3300196
20,428,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10514,1000000,691,3300196
21,429,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10521,1000000,691,3300196
22,430,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10512,1000000,691,3300196
23,431,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10519,1000000,691,3300196
24,432,2019-04-12,BHARATIYA JANATA PARTY,*******8244,TL,10516,1000000,691,3300196
25,433,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2124,100000,691,3627829
26,434,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2132,100000,691,3627829
27,435,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2122,100000,691,3627829
28,436,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2126,100000,691,3627829
29,437,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2128,100000,691,3627829
30,438,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2134,100000,691,3627829
31,439,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2130,100000,691,3627829
32,440,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2136,100000,691,3627829
33,441,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2140,100000,691,3627829
34,442,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2138,100000,691,3627829
35,443,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2149,100000,691,3627829
36,444,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2131,100000,691,3627829
0,445,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2145,100000,691,3627829
1,446,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2135,100000,691,3627829
2,447,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2141,100000,691,3627829
3,448,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2137,100000,691,3627829
4,449,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2139,100000,691,3627829
5,450,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2143,100000,691,3627829
6,451,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2133,100000,691,3627829
7,452,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,2147,100000,691,3627829
8,453,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3056,100000,691,3300196
9,454,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3059,100000,691,3300196
10,455,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3064,100000,691,3300196
11,456,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3053,100000,691,3300196
12,457,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3062,100000,691,3300196
13,458,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3101,100000,691,3300196
14,459,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3102,100000,691,3300196
15,460,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3106,100000,691,3300196
16,461,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3105,100000,691,3300196
17,462,2019-04-12,BHARATIYA JANATA PARTY,*******8244,OL,3103,100000,691,3300196
18,463,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2586,10000000,691,3627829
19,464,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2603,10000000,691,3627829
20,465,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5253,10000000,691,3627829
21,466,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5252,10000000,691,3627829
22,467,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5255,10000000,691,3627829
23,468,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5251,10000000,691,3627829
24,469,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5254,10000000,691,3627829
25,470,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5257,10000000,691,3627829
26,471,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,5258,10000000,691,3627829
27,472,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11010,1000000,691,3300196
28,473,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11004,1000000,691,3300196
29,474,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11006,1000000,691,3300196
30,475,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11002,1000000,691,3300196
31,476,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,11008,1000000,691,3300196
32,477,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,772,1000000,691,3300196
33,478,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,774,1000000,691,3300196
34,479,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,770,1000000,691,3300196
35,480,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,766,1000000,691,3300196
36,481,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,768,1000000,691,3300196
0,482,2019-04-12,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7523,1000000,691,3300196
1,483,2019-04-12,SHIVSENA,*******4444,OC,6639,10000000,300,6283527
2,484,2019-04-12,SHIVSENA,*******4444,OC,6633,10000000,300,6283527
3,485,2019-04-12,SHIVSENA,*******4444,TL,6859,1000000,300,6283527
4,486,2019-04-12,SHIVSENA,*******4444,TL,6857,1000000,300,6283527
5,487,2019-04-12,SHIVSENA,*******4444,TL,6861,1000000,300,6283527
6,488,2019-04-12,SHIVSENA,*******4444,TL,6853,1000000,300,6283527
7,489,2019-04-12,SHIVSENA,*******4444,TL,6855,1000000,300,6283527
8,490,2019-04-12,SHIVSENA,*******4444,TL,12332,1000000,300,6283527
9,491,2019-04-12,SHIVSENA,*******4444,TL,12330,1000000,300,6283527
10,492,2019-04-12,SHIVSENA,*******4444,TL,12428,1000000,300,6283527
11,493,2019-04-12,SHIVSENA,*******4444,TL,12426,1000000,300,6283527
12,494,2019-04-12,SHIVSENA,*******4444,TL,12424,1000000,300,6283527
13,495,2019-04-12,SHIVSENA,*******4444,TL,12430,1000000,300,6283527
14,496,2019-04-12,SHIVSENA,*******4444,TL,12422,1000000,300,6283527
15,497,2019-04-12,SHIVSENA,*******4444,TL,12490,1000000,300,6283527
16,498,2019-04-12,SHIVSENA,*******4444,TL,12486,1000000,300,6283527
17,499,2019-04-12,SHIVSENA,*******4444,TL,12495,1000000,300,6283527
18,500,2019-04-12,SHIVSENA,*******4444,TL,12488,1000000,300,6283527
19,501,2019-04-12,SHIVSENA,*******4444,TL,12499,1000000,300,6283527
20,502,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12011,1000000,847,3367975
21,503,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12009,1000000,847,3367975
22,504,2019-04-12,TELUGU DESAM PARTY,*******3067,TL,12030,1000000,847,3367975
23,505,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4272,10000000,847,3367975
24,506,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4536,10000000,847,3367975
25,507,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4526,10000000,847,3367975
26,508,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4538,10000000,847,3367975
27,509,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,4518,10000000,847,3367975
28,510,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,5353,10000000,847,3367975
29,511,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7536,1000000,847,3367975
30,512,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7538,1000000,847,3367975
31,513,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23624,100000,847,3367975
32,514,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23620,100000,847,3367975
33,515,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23618,100000,847,3367975
34,516,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23622,100000,847,3367975
35,517,2019-04-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OL,23626,100000,847,3367975
36,518,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,162,100000,800,2770121
0,519,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,187,100000,800,2770121
1,520,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,174,100000,800,2770121
2,521,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,179,100000,800,2770121
3,522,2019-04-15,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM,*******5199,OL,165,100000,800,2770121
4,523,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4314,10000000,691,4567455
5,524,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4318,10000000,691,4567455
6,525,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4316,10000000,691,4567455
7,526,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3676,10000000,691,4567455
8,527,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3679,10000000,691,4567455
9,528,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3680,10000000,691,4567455
10,529,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3682,10000000,691,4567455
11,530,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,3681,10000000,691,4567455
12,531,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,2617,10000000,691,4567455
13,532,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,2602,10000000,691,4567455
14,533,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,2594,10000000,691,4567455
15,534,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,2595,10000000,691,4567455
16,535,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4512,10000000,691,4567455
17,536,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,4519,10000000,691,4567455
18,537,2019-04-15,BHARATIYA JANATA PARTY,*******8244,OC,2597,10000000,691,4567455
